name,majority.protein.x,uniprot.x,species.x,gene.x,uniprot.y,majority.protein.y,species.y,gene.y,CoV.D1.1,CoV.D1.2,CoV.D1.3,CoV.D2.1,CoV.D2.2,CoV.D2.3,Mock1,Mock2,Mock3,ZV1,ZV2,ZV3,DV1,DV2,DV3,FlaviC1,FlaviC2,FlaviC3,rhinovirus,rhino.ctrl,V.Day1.1,V.Day1.2,V.Day1.3,V.Day2.1,V.Day2.2,V.Day2.3,V.Mock1,V.Mock2,V.Mock3,huhcov.d1.enrich.1,huhcov.d1.enrich.2,huhcov.d1.enrich.3,huhcov.d2.enrich.1,huhcov.d2.enrich.2,huhcov.d2.enrich.3,zika.enrich.1,zika.enrich.2,zika.enrich.3,deng.enrich.1,deng.enrich.2,deng.enrich.3,rv.enrich.1,huhcov.d2.enrich.mean,huhcov.d1.enrich.mean,zika.enrich.mean,deng.enrich.mean,vero.d1.enrich.1,vero.d1.enrich.2,vero.d1.enrich.3,vero.d2.enrich.1,vero.d2.enrich.2,vero.d2.enrich.3,vero.d2.enrich.mean,vero.d1.enrich.mean,huh_d2,huh_d1,vero_d2,vero_d1,zika,deng,human_d1d2,monkey_d1d2,sars_sig,huhd1_expanded,huhd2_expanded,verod1_expanded,verod2_expanded,huh_expanded,vero_expanded,sars_expanded,zika_expanded,deng_expanded,rv_expanded,mito,rapms,PPI,vero_crispr_z,vero_crispr_fdr
A0A0D9QUP1_CHLSB,NA,NA,NA,NA,A0A0D9QUP1_CHLSB,tr|A0A0D9QUP1|A0A0D9QUP1_CHLSB,CHLSB,A0A0D9QUP1_CHLSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.30942467,10.54722841,13.3279736,9.071304557,9.328716834,12.88836274,12.22487498,12.1214476,10.62662045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3482230019,-1.110419261,1.670325929,-2.586343117,-2.32893084,1.230715067,-1.228186297,0.07056122199,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
A0A0D9QUX4_CHLSB,NA,NA,NA,NA,A0A0D9QUX4_CHLSB,tr|A0A0D9QUX4|A0A0D9QUX4_CHLSB,CHLSB,A0A0D9QUX4_CHLSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.42460548,11.18845603,9.772915548,11.10105564,12.39381945,9.583272035,13.22442431,12.97562221,10.98158376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03072872284,-1.205420731,-2.620961212,-1.292821116,-5.73E-05,-2.810604725,-1.367827717,-1.26521774,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
A0A0D9QW79_CHLSB,NA,NA,NA,NA,A0A0D9QW79_CHLSB,tr|A0A0D9QW79|A0A0D9QW79_CHLSB,CHLSB,A0A0D9QW79_CHLSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.73084888,10.39160568,11.44566286,11.15839453,13.4343676,14.62079257,14.63225685,12.6650672,12.15134131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.418706243,-2.757949441,-1.703892264,-1.991160593,0.28481248,1.471237452,-0.0783702203,-2.293515983,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
A0A0D9QWR2_CHLSB,NA,NA,NA,NA,A0A0D9QWR2_CHLSB,tr|A0A0D9QWR2|A0A0D9QWR2_CHLSB;tr|A0A0D9QWR9|A0A0D9QWR9_CHLSB,CHLSB,A0A0D9QWR2_CHLSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.22420734,13.87900881,14.70076481,14.07664861,16.0625943,13.70746699,13.29078842,11.64930695,11.34426403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1294208773,1.784222349,2.605978343,1.981862144,3.967807833,1.61268052,2.520783499,1.506540523,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
A0A0D9QWV1_CHLSB,NA,NA,NA,NA,A0A0D9QWV1_CHLSB,tr|A0A0D9QWV1|A0A0D9QWV1_CHLSB,CHLSB,A0A0D9QWV1_CHLSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.69721094,14.28727951,14.42239333,13.91643932,13.91970134,13.93433589,13.62302024,12.09727877,11.1760066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.601557595,1.988510972,2.123624796,1.617670788,1.620932802,1.635567354,1.624723648,0.8368593911,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,TRUE,NA,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
A0A0D9QX21_CHLSB,NA,NA,NA,NA,A0A0D9QX21_CHLSB,tr|A0A0D9QX21|A0A0D9QX21_CHLSB,CHLSB,A0A0D9QX21_CHLSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.39316575,11.77625048,12.76661172,13.86050506,13.14181977,14.19121347,12.03534799,11.17264481,12.27102637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4331739764,-0.05008924185,0.9402720024,2.034165335,1.315480044,2.36487375,1.90483971,0.1523362614,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,TRUE,NA,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
A0A0D9QXE8_CHLSB,NA,NA,NA,NA,A0A0D9QXE8_CHLSB,tr|A0A0D9QXE8|A0A0D9QXE8_CHLSB;tr|A0A0D9QYS5|A0A0D9QYS5_CHLSB,CHLSB,A0A0D9QXE8_CHLSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.02578456,17.86960589,18.06560546,18.1187282,18.41662437,15.2068236,12.3940688,11.36286428,13.56090819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.413495868,5.430325466,5.626325038,5.679447779,5.977343945,2.767543171,4.808111632,3.214384879,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
A0A0D9QY57_CHLSB,NA,NA,NA,NA,A0A0D9QY57_CHLSB,tr|A0A0D9QY57|A0A0D9QY57_CHLSB,CHLSB,A0A0D9QY57_CHLSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.22520276,13.31132259,12.86866825,10.71640351,12.92562861,9.492455086,11.6526763,12.8716628,12.32511169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.057947499,1.028172331,0.5855179843,-1.566746755,0.6424783492,-2.790695177,-1.238321194,0.1852476056,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
A0A0D9QY94_CHLSB,NA,NA,NA,NA,A0A0D9QY94_CHLSB,tr|A0A0D9QY94|A0A0D9QY94_CHLSB,CHLSB,A0A0D9QY94_CHLSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.39713563,19.22646864,20.16692802,20.03536831,19.66068188,20.74509326,17.45683566,18.33463992,17.80819749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.530577937,1.359910951,2.300370327,2.168810623,1.794124195,2.878535569,2.280490129,1.730286405,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
A0A0D9QYA3_CHLSB,NA,NA,NA,NA,A0A0D9QYA3_CHLSB,tr|A0A0D9QYA3|A0A0D9QYA3_CHLSB,CHLSB,A0A0D9QYA3_CHLSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.43892177,16.05877393,16.1816764,16.202009,15.91877009,16.42268898,12.29823439,14.21583631,13.21986257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19427735,2.814129507,2.937031975,2.957364582,2.674125663,3.178044553,2.936511599,2.648479611,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
A0A0D9QYI0_CHLSB,NA,NA,NA,NA,A0A0D9QYI0_CHLSB,tr|A0A0D9QYI0|A0A0D9QYI0_CHLSB;tr|A0A0D9QYG2|A0A0D9QYG2_CHLSB;tr|A0A0D9QYF6|A0A0D9QYF6_CHLSB;tr|A0A0D9QYF4|A0A0D9QYF4_CHLSB;tr|A0A0D9QYE8|A0A0D9QYE8_CHLSB;tr|A0A0D9QYC1|A0A0D9QYC1_CHLSB;tr|A0A0D9QYA1|A0A0D9QYA1_CHLSB;tr|A0A0D9QY73|A0A0D9QY73_CHLSB,CHLSB,A0A0D9QYI0_CHLSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.81138148,13.95419631,14.39164637,14.05044388,10.97169959,13.68660995,11.66173917,12.54711747,12.43670442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4038055429,1.73900929,2.17645935,1.835256858,-1.243487431,1.471422931,0.6877307861,1.170554366,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,FALSE,NA,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
A0A0D9QYM4_CHLSB,NA,NA,NA,NA,A0A0D9QYM4_CHLSB,tr|A0A0D9QYM4|A0A0D9QYM4_CHLSB,CHLSB,A0A0D9QYM4_CHLSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.13430598,15.8077574,17.19940396,16.19934644,15.48896984,14.31465405,11.78174568,12.90794074,11.67453699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.012898181,3.686349601,5.077996158,4.077938641,3.367562033,2.193246243,3.212915639,4.92574798,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
A0A0D9QYV0_CHLSB,NA,NA,NA,NA,A0A0D9QYV0_CHLSB,tr|A0A0D9QYV0|A0A0D9QYV0_CHLSB,CHLSB,A0A0D9QYV0_CHLSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.25576626,16.36004117,15.11044253,15.37812548,15.26392936,14.92985941,12.62959698,12.30397111,11.05637163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.259119682,4.363394597,3.113795953,3.381478909,3.26728278,2.933212832,3.193991507,3.912103411,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
A0A0D9QZI9_CHLSB,NA,NA,NA,NA,A0A0D9QZI9_CHLSB,tr|A0A0D9QZI9|A0A0D9QZI9_CHLSB,CHLSB,A0A0D9QZI9_CHLSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.49022299,10.3139032,10.86468779,9.547182502,13.11292814,11.55410643,11.62603775,11.40424643,13.77932226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7796458207,-1.955965607,-1.405181017,-2.722686308,0.8430593312,-0.7157623856,-0.8651297875,-1.380264148,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
A0A0D9QZK8_CHLSB,NA,NA,NA,NA,A0A0D9QZK8_CHLSB,tr|A0A0D9QZK8|A0A0D9QZK8_CHLSB,CHLSB,A0A0D9QZK8_CHLSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.11522658,19.37483572,19.2462303,18.38679714,18.3830883,18.74458422,12.52337627,12.27922698,12.60522086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.645951875,6.905561021,6.776955593,5.917522438,5.9138136,6.275309521,6.03554852,6.44282283,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
A0A0D9QZR7_CHLSB,NA,NA,NA,NA,A0A0D9QZR7_CHLSB,tr|A0A0D9QZR7|A0A0D9QZR7_CHLSB;tr|A0A0D9SC95|A0A0D9SC95_CHLSB,CHLSB,A0A0D9QZR7_CHLSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.92017552,13.77869318,12.70574037,14.5434548,10.43713002,12.09177008,12.84976436,11.66599196,11.71930851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1581794223,1.700338239,0.6273854248,2.465099856,-1.641224929,0.01341513187,0.2790966863,0.7231814137,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
A0A0D9QZT6_CHLSB,NA,NA,NA,NA,A0A0D9QZT6_CHLSB,tr|A0A0D9QZT6|A0A0D9QZT6_CHLSB,CHLSB,A0A0D9QZT6_CHLSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.24780701,18.60974867,18.92044591,17.86556413,18.53237115,17.05959796,12.94155629,11.73521987,11.94665888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.039995332,6.401936993,6.712634226,5.657752455,6.324559466,4.851786278,5.611366066,6.384855517,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
A0A0D9QZV2_CHLSB,NA,NA,NA,NA,A0A0D9QZV2_CHLSB,tr|A0A0D9QZV2|A0A0D9QZV2_CHLSB;tr|A0A0D9SCP7|A0A0D9SCP7_CHLSB,CHLSB,A0A0D9QZV2_CHLSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3681995,15.67057327,15.48765165,17.69138913,17.27457835,17.97213842,15.09963547,15.78524811,14.59758704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2073759643,0.5097497325,0.3268281102,2.530565589,2.113754815,2.81131488,2.485211761,0.3479846023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,TRUE,NA,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
A0A0D9R0K9_CHLSB,NA,NA,NA,NA,A0A0D9R0K9_CHLSB,tr|A0A0D9R0K9|A0A0D9R0K9_CHLSB,CHLSB,A0A0D9R0K9_CHLSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.09903494,8.210457268,12.15696789,12.41248221,9.656800054,12.92137608,11.33396773,13.10016112,12.65065758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2625605413,-4.151138209,-0.2046275831,0.05088673326,-2.704795423,0.5597805994,-0.6980426966,-1.539442111,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
A0A0D9R1H5_CHLSB,NA,NA,NA,NA,A0A0D9R1H5_CHLSB,tr|A0A0D9R1H5|A0A0D9R1H5_CHLSB,CHLSB,A0A0D9R1H5_CHLSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.0960202,18.04926361,19.29007736,18.64638995,19.00872952,19.68983763,16.43283547,18.37237197,16.29616341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06222991,1.015473326,2.256287076,1.612599665,1.974939231,2.656047344,2.081195413,1.77799677,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
A0A0D9R1R4_CHLSB,NA,NA,NA,NA,A0A0D9R1R4_CHLSB,tr|A0A0D9R1R4|A0A0D9R1R4_CHLSB;tr|A0A0D9SAP5|A0A0D9SAP5_CHLSB,CHLSB,A0A0D9R1R4_CHLSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.48614367,15.18421675,16.27226527,12.06265332,13.385458,14.64261584,12.48064527,14.79238361,14.63730412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5160326679,1.214105745,2.302154273,-1.907457683,-0.5846530002,0.6725048393,-0.6065352813,1.344097562,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,FALSE,NA,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
A0A0D9R289_CHLSB,NA,NA,NA,NA,A0A0D9R289_CHLSB,tr|A0A0D9R289|A0A0D9R289_CHLSB,CHLSB,A0A0D9R289_CHLSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4966424,13.05490951,11.85778665,13.74504401,14.47876962,14.11804884,11.48529761,12.70781338,11.86455774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5225805114,1.0356866,-0.1614362572,1.725821094,2.459546709,2.098825932,2.094731245,0.117223277,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,TRUE,NA,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
A0A0D9R291_CHLSB,NA,NA,NA,NA,A0A0D9R291_CHLSB,tr|A0A0D9R291|A0A0D9R291_CHLSB,CHLSB,A0A0D9R291_CHLSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.98696648,10.93439942,9.098526976,11.02239149,13.10955319,11.53327352,11.46802117,13.53907564,13.80305844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.94975193,-2.002318994,-3.838191439,-1.91432692,0.1728347719,-1.403444898,-1.048312349,-2.596754121,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
A0A0D9R2T6_CHLSB,NA,NA,NA,NA,A0A0D9R2T6_CHLSB,tr|A0A0D9R2T6|A0A0D9R2T6_CHLSB;tr|A0A0D9S965|A0A0D9S965_CHLSB,CHLSB,A0A0D9R2T6_CHLSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.26220384,10.33114342,12.55019365,13.00316651,9.178951932,11.28743133,14.55044619,11.99862542,12.03530641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5992554976,-2.530315917,-0.3112656944,0.141707166,-3.682507409,-1.574028006,-1.70494275,-1.146945703,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
A0A0D9R300_CHLSB,NA,NA,NA,NA,A0A0D9R300_CHLSB,tr|A0A0D9R300|A0A0D9R300_CHLSB,CHLSB,A0A0D9R300_CHLSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.82730549,20.35831638,20.35240126,20.12615997,20.85900996,18.32087105,15.73574111,12.19142265,16.09424267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.153503343,5.684514236,5.678599119,5.45235783,6.18520782,3.647068904,5.094878185,5.172205566,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
A0A0D9R3C5_CHLSB,NA,NA,NA,NA,A0A0D9R3C5_CHLSB,tr|A0A0D9R3C5|A0A0D9R3C5_CHLSB,CHLSB,A0A0D9R3C5_CHLSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.75591183,14.78294703,15.28442651,13.99647349,13.67970001,13.98699748,12.26792212,12.13237246,11.83617792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3229123312,2.704122869,3.205602344,1.917649324,1.600875841,1.908173315,1.808899493,1.862270961,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
A0A0D9R4P5_CHLSB,NA,NA,NA,NA,A0A0D9R4P5_CHLSB,tr|A0A0D9R4P5|A0A0D9R4P5_CHLSB,CHLSB,A0A0D9R4P5_CHLSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.52054816,14.2806258,15.78256317,15.35476592,16.47498922,14.57937487,12.10768957,11.97450194,11.75878445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5735561768,2.33363381,3.835571178,3.407773928,4.527997236,2.632382883,3.522718015,2.247587055,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
A0A0D9R514_CHLSB,NA,NA,NA,NA,A0A0D9R514_CHLSB,tr|A0A0D9R514|A0A0D9R514_CHLSB,CHLSB,A0A0D9R514_CHLSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.79880085,18.21147959,18.59204088,18.25529603,18.14514604,17.90999853,15.51431339,16.2207184,15.59892483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.020815304,2.433494048,2.814055341,2.477310484,2.3671605,2.132012985,2.325494656,2.089454898,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
A0A0D9R590_CHLSB,NA,NA,NA,NA,A0A0D9R590_CHLSB,tr|A0A0D9R590|A0A0D9R590_CHLSB,CHLSB,A0A0D9R590_CHLSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.62308129,11.74794119,12.39446269,12.8798321,12.10878579,12.7043792,11.09615858,12.12103293,13.30099719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4503517249,-0.424788375,0.2217331249,0.707102531,-0.06394377884,0.5316496341,0.3916027954,0.08243215827,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
A0A0D9R5A7_CHLSB,NA,NA,NA,NA,A0A0D9R5A7_CHLSB,tr|A0A0D9R5A7|A0A0D9R5A7_CHLSB,CHLSB,A0A0D9R5A7_CHLSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.38060163,24.06652874,24.29207332,24.55824132,24.33203819,23.02514565,19.19671738,20.11832265,19.49421886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.777515332,4.463442445,4.688987019,4.955155025,4.728951891,3.42205935,4.368722088,4.309981599,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
